id,offstreet_spots
21759542,189
217631783#3,20
21773845#3,10
217878976,10
217878977#1,28
217878977#2,33
21864578,35
219065201#0,15
219201493#0,103
219768777#1,13
219906008#0,30
22026604#0,11
22057175,15
220870851,728
22091601#0,63
22094534#0,23
22094600,54
22095059,9
221735696#1,55
222182354#1,253
222182355,50
222389421,54
223063299,7
223136037,43
223184044#0,16
223184052#1,115
223188527,13
223188529,13
223188530,37
223189888,80
223320625#1,5
223384912,41
224611314,12
224654575#1,26
224731112,31
22566501#1,7
22566537,54
225878745#4,9
22697233,47
226981975#1,19
22721683#2,177
22723999#0,20
22733458#2,13
22749852#0,43
22753314,18
22753315,26
22762354,53
22768986,1
22768993,2
22768995,22
22791312#0,29
22823712#1,4
228335467#0,76
228498043#1,9
228498046#0,45
22874227#2,6
22874239,8
22875216,8
22875386#1,16
22875391#0,13
22875655,11
22875664,17
22875744,3
228838258,13
229228933#0,122
229230092#2,157
229230092#6,465
229232324#2,13
22942683,20
22942821,10
22942835#1,22
22942974#1,17
22945679,8
22956622#0,8
22956964,21
22959737#3,232
22959739#0,125
22959750,64
22962631#1,36
22965573,31
22972470#1,400
22972861#1,1350
22973174#1,4
22981795,82
22984336#0,22
22984336#1,4
23006207#1,26
23006207#2,28
23006340#0,44
23006340#2,149
23008063,37
23008646#0,22
23008698,48
23008699#1,44
23010175#1,27
23033698,35
23037809,69
23041846#1,54
23042005#0,22
23042339,29
23044098,28
23044562,12
23046519,88
23049430,1
23049477#2,73
230611053#0,5
23066578,74
230889216#4,17
23097207,73
23099189#0,10
23100279#3,27
23101091,29
23109069#0,17
23121418,9
23121641#0,6
23121641#1,7
23125638#1,17
23153769#0,27
23157256#0,149
23177391,70
231883017#3,31
231912719,15
23227198#0,9
23229649,7
23248778#3,5
23272812#1,658
23287085,20
23287112,7
23343819,375
233763053,40
233764912#1,23
23382138,39
23382150#3,15
23382155,90
23386522#0,30
23386522#1,6
23389632,262
23389940,24
23389941#1,513
23398380,64
23398383#0,56
23409953,30
23410006,24
23410054#0,18
23410060#1,66
23410060#2,17
23410061#0,26
23410061#1,14
23410063,15
23410070#0,50
23410070#1,11
23424425,11
23424434#0,3
23424483,40
23424516,7
23424609#0,136
23424609#1,4
23424609#2,4
23436561#3,39
23451078,8
23451480#1,12
234796485#1,124
235047941,19
23532229,22
23532560,38
23536577,18
23536598,59
23536762,5
23536846#0,18
23547065,36
23554266#3,4
23598325,14
23609084,6
23609110#1,3
23609115,20
236818204,192
23706838,78
237122662#0,29
23720975#6,73
23722462,62
23722559#0,9
237303965#0,32
23734218#0,19
23734218#1,33
23734219#0,11
23734219#1,4
23735661#0,32
23738636#3,52
23738640#13,33
23738640#6,34
23738640#9,25
237460083,113
23752665,25
23755694,19
23755720,77
23756614,34
237646217,36
23788388,15
23792848#2,14
238070963#0,113
238072168,18
23809468,75
23809678#0,33
23817858,187
23851927,8
23859378#0,18
23859378#2,22
23859442,137
23861004,50
23863131,61
23882493#1,171
23886294#1,4
238990255#1,66
239020851,27
239020957#2,9
23951216#1,9
23983814,63
23984289#1,15
23984630,93
23984655,553
23999010,58
240011621#1,40
24004628#4,6
24026983#0,29
24028197#5,93
24028388#2,66
24028515#2,8
24029407,29
24030133,2
24033317#1,43
24033321#0,9
24033322#1,34
24035202#0,8
24035220#1,26
24036553#1,260
24036553#2,66
24040277,2347
24041366#1,71
24046015,336
24069852,18
240823033,20
240826352,98
240959630,5
240959635#0,5
241187553,156
24159351,36
24159356#1,28
24159378#4,94
24159492,48
24159914#0,14
24160165,6
24160678#0,6
24162107#0,20
24162142#1,91
24166653,9
241770487,63
24204728,76
24204733#2,25
24204796,8
24209176#0,23
24209176#1,32
24209176#2,34
24209429,14
24209462,17
24209620#2,49
24223560#0,37
24304344,14
24304462#3,2
24305644#2,13
24314967,7
24320140,5
24320722#0,44
243461331#5,31
24381738#1,3
24386903#2,18
24389258,5
24389260,11
24389261,4
24389264,2
24461847,16
24468958#0,41
24495448#0,84
24517074#2,333
24531767,105
24540243#0,5
24555764#0,7
24555764#1,10
24560317#0,20
24560317#1,63
24561170,153
24579669#0,4
24579868,4
24580427,3
24580456,16
245852953,68
24586482,8
24594558,52
246049139,144
246049141#1,24
246049143#3,26
246136582#3,20
24614144,27
24615395#0,27
24615396#0,449
24615396#10,27
24619223,16
24619225#0,7
24620015,29
24621798#1,30
24641646,30
24669962,4
24700553#0,5
24700558#4,623
24700857,30
24704435#0,36
24720583#0,2
24720642#1,71
247340732,17
24753529,12
24753573#0,281
24766481,32
24804412#0,6
24837127,50
24844237,88
24889513#0,9
24896152#0,21
24900462,70
24908946,16
24912614#3,29
249163487#2,203
24935824#0,78
24951393,137
24961509#11,14
24974185,51
24985854#2,19
24986658#0,36
24986658#3,13
25000113#0,18
25003544#0,28
25036025#0,6
25042039,81
25042583,6
25045163#0,14
25045163#1,64
25045322#1,8
25070103#1,19
25095142,35
25115162#1,37
25117248,7
25121294#0,31
25121296#5,34
25121300,13
25134568#2,137
25155731#0,29
25178781,204
25198706,72
25199267#5,12
25199403#0,28
25199732#0,12
25199872#10,56
25199872#11,36
25199873#4,4
25205072#0,7
25205078#0,15
25214249#0,8
25214249#1,82
25217949#0,397
25219756#0,25
25219762#1,45
25260861#8,15
25274113,43
25274114,84
25282191#0,50
25283278,67
25289517,101
25294728,86
25296253#1,4
25305306,15
25309640,25
25311765#0,1043
25322187,46
25331371#0,29
25333956#0,30
25343849,27
253513487,137
25356257,125
25356421,3
25367773,67
25368395,65
25374124,122
253772085,32
25378152,106
25394870,300
254099950,32
25415339#1,6
25418284#0,17
25418286#5,10
25418287#4,22
25418579#3,28
25432262,13
25439803,44
25475257,131
25491788,94
25492149,78
25500703,6
25508122,21
25508529,98
255203107,18
255203111#1,53
25527291,30
255373844,25
25538902#0,23
25569510,14
25569707#3,18
25585757,178
25585951,19
25585952#1,16
25598727,44
256478752#0,792
256590468#0,23
25671573#2,7
25684229#0,23
25697595#1,75
257072321#3,16
25712182,4
25719292#0,9
257430316#0,83
257430317,13
25747524,5
25759600#0,45
25759875,14
25762471#1,18
25768166#1,12
25781742#0,44
25784330,56
25793214,28
25793218,404
25795712#0,44
25795795,17
25796874,27
25813924,27
25813940#0,4
25814549#0,75
25814549#1,93
25814981#2,3
258538149,9
25928650,67
25928889,63
25934845#0,21
25939420,25
25958770,60
260589819,15
26071040#3,12
26071043#2,23
26122498,26
26127732,23
26134104,30
26136571#3,127
26139426#0,17
26139426#2,73
26139644#0,26
26141837#0,4
26157303#2,35
261649604#2,6
26176025#2,5
26176072,479
26180781#1,58
26229276#0,70
26236061#0,27
26236456#0,14
26236491#0,2
26236497,67
26314589,18
26321237,7
26338220#0,83
263787931#5,88
26401499,55
26427731#0,149
264308106#0,318
264463432#0,9
26474542,20
26489644,20
26514367,50
26550964,66
26584167,9
26589645#1,14
26595766,147
26604692#0,14
266150543#0,28
26625664#0,33
26633359#1,53
26647595#1,22
26652644,599
26677401,19
26689662,6
26691703#0,19
26691703#1,16
26715381#0,9
26807992#0,127
26808870,17
26824830,45
26842499#1,33
26844977#1,8
26876712,61
26976785,32
26978367,17
26991766#0,28
26991766#1,27
27058055#0,23
27058055#2,17
27093182#1,15
27106319#3,7
27106319#5,18
27116218,11
27116221#0,26
27116947#1,42
27149060,11
27155064#0,3
271674356,150
27260306,125
27273395,54
27279230,13
272870881#0,57
27323686#1,11
27323803#0,24
273700462,390
27370704#2,75
27370704#3,10
27370704#6,4
273735497,39
27403860#0,373
27436216,7
27474907#0,10
27474907#1,5
27491366#0,23
27493498,52
27527987#0,10
27532189,10
27544729#2,7
27569338#1,5
27606517,65
27606519#1,7
27606690#0,23
27607436,24
27637846#0,17
27637846#1,11
27652504,94
276701303,10
27719379,100
27734926,18
277543988#2,4
277548199,22
27807817#0,6
27811428,247
27835189#0,61
27835189#4,22
278354657#1,99
27840438#0,11
27840438#1,18
27840663#0,16
27841175#0,27
27841679#0,12
27841729#3,13
27848138#1,31
27854198,23
27910042,20
27927583#0,13
27942876#1,33
27944007,21
27944192,321
279542286,52
27989797#1,3
28048692,81
28072680,29
28100651,176
28100655,16
28102821#1,68
281059230#1,32
281059230#2,253
281071115#0,44
28131584#0,20
28131589#2,41
281559644,13
281617573,17
281617574,6
28162580,141
281631706,51
281631707#0,14
281631707#1,157
281631712,51
281982077#0,79
282047688#1,55
28237116#1,138
28241308#5,96
28259708,60
28275759#1,8
28275989#1,53
28281159,1
282985769#7,81
283022995#0,11
28311670#2,36
28319546,22
283317443,58
283317446,24
28335665#0,82
283609053#0,4
28362838#1,112
283629035,28
283919523,75
28426119#0,10
28426119#3,15
28426119#5,10
28426119#7,26
284262348,32
28426612#0,27
28426613,132
28426844#0,10
28427149#0,22
284421836,23
284449897#1,28
28490776,80
28496016#0,18
28497262#0,42
28528177#0,84
28536387,18
285484252#0,176
28580795#0,62
28580848,30
28581614,10
28581615#0,4
285823529,352
286062669,24
286535681#2,16
28658317#0,23
28658321#0,84
28670284,163
28671480#3,191
28671480#4,200
28680187#0,22
28680188#2,29
28680190#0,19
28737048#1,12
28776536,70
28818895#1,47
28819512#8,24
28829858,45
28850414,40
28924483,4
28950719#6,22
28950719#7,26
28950720#0,21
28961237#0,16
28961510#1,2
28961532#0,7
28985826#0,3
28985826#1,80
28985887#1,237
28992603,196
28997889,8
290075136,42
290087090,72
29015532#2,36
29110374,26
29113577#0,4
291691899,114
291820804#5,23
291847341#4,7
29201003,23
292519061,12
292525973,113
292526612,212
292532846,30
292532875,82
29277662#1,67
29311546#0,3
29311550,36
29328286#1,21
293319599#4,11
29400740#0,7
29419440,61
29434387#0,30
29435080,85
294556418,16
29490502#0,33
29490504#3,4
29490504#5,18
29491064,15
29492464#4,157
29492467,31
29549160#3,86
29567937#0,16
29572715#1,29
29574494#3,16
29606360#0,8
29606360#5,12
296083006#2,30
29616520#0,70
296599839,18
297059847,8
297138724#1,75
297465352#0,33
297465352#1,21
297465352#2,16
298296732,57
298716470,5
30041977,8
30054300#0,13
30077234#0,35
30077237#0,11
30077237#3,54
30077249#0,86
300806292,20
30081251#2,21
30081411#0,53
30081412#1,36
30082799#0,77
30082800#5,10
30084196#1,52
30084959#0,17
30084964#0,68
30100888#0,10
30100888#2,52
30123979#0,19
30127237#0,16
30130057,28
30134527#0,218
30134530#4,104
30134849#1,50
30134883#0,30
30140807#0,155
30143977#2,163
30144027#0,72
30149228#5,16
30150683#0,75
30150685,92
30150686#1,64
30150687,25
30157290,950
301687329,119
30185207,40
30215766,469
30216111,44
30218983#3,64
302429264#1,57
302429327#0,17
302429334#0,13
302429346,44
30243829#1,38
30243829#3,14
30244893,12
30264780#3,15
304338417,5
304980002#0,12
30501176#0,17
30501176#1,11
305137115#1,154
305137117,23
305137118,41
30555638,155
305608389,41
305801706#1,10
306702294,24
306737091#0,23
30675101,12
30690440,24
30699231,8
30699233#2,6
30699234#3,33
30699235#0,8
30699479,6
30701042#0,34
30701986#0,10
30701990#4,22
30705210,8
30768386#1,4
307811930#1,7
30788795#1,50
308019311,57
30813769#10,11
30818728#0,9
30824774#0,44
308295799,9
30860014#0,141
30884491#1,69
30884493#0,38
30884493#1,28
30885364,27
30899535#1,82
309070518#0,335
309207211#1,12
30948917#3,12
30948917#6,8
30949713#3,173
30949713#4,57
30949821#1,6
309522103#0,36
30956350#9,37
30958680#0,39
309600206,36
30962287#4,16
30962289#9,77
30962392#0,20
30963196#0,113
31002698#2,8
31002701#1,50
31002701#2,113
31003576#1,25
31003576#2,197
31003580,36
31012742#0,18
31012743#2,81
310172804#0,26
310172807,6
31065038,41
31065075#0,38
31065726,94
31065729#0,17
31065732#0,29
31097548#0,18
31099393,42
31099444#1,98
31099800#1,196
31099801#0,233
311149291#1,36
311849552#0,174
311849553#1,11
312901364,141
31302197#0,22
313302634#0,4
31345607#1,43
31345607#3,15
31345607#6,86
31352063,36
31353480#0,215
313917248#2,20
31395259,40
31435536#0,52
314415495#1,16
31484554#1,45
31525765,237
31526265#0,13
31540773#1,299
31578135#2,18
31578378#0,75
31579587#0,74
31579599,6
31586812#1,75
31587688#1,4
31621013#1,16
31621016#1,66
31628701,58
31744272,8
31766746,8
31786256,33
317878311,19
317922820,110
318101025,6
318138834,32
318138855,13
318210376,38
318434642#0,71
318434642#1,115
318552363#0,41
318552367#0,36
318552377,11
318557886,6
318557887#0,9
318658545#0,131
318658545#6,149
318668065#0,260
318859188,106
318886183,17
318886186#1,11
318889281#0,10
318889283#0,31
318889286,19
318889287#5,9
318889288#1,50
31910790#0,132
319525985#0,2
319525986#0,169
319539204#0,73
319605607#0,38
31969210#0,125
32035002#0,25
32035125#0,68
32035125#1,10
32035256#4,96
320414942#1,109
320823303#1,18
32099427,29
32142151#0,116
32142668,77
321744771,13
321845145,158
32196976,16
32196977,91
32215238,11
32235553#1,29
322543956,41
322543960,23
322543966,499
322543974,36
322543975,7
323108961#0,12
32341219#1,17
323528052#0,29
32395478#3,61
32395482,357
32401774#1,35
32486561#1,42
326116285#0,68
32614976#3,38
32614976#4,115
326265133#0,30
32644395#0,8
32644395#1,14
32654704,10
327000613#0,28
327462540#0,35
32813599,6
328408591#0,109
32842049,94
328638899#0,15
328638900#0,143
328638901#0,29
328638908#0,7
32878639#3,11
328790099,8
32879630#0,89
32880569,4
32909212#0,17
32909214#0,15
32909214#5,32
32935987#2,31
32936167#0,13
32936397#1,22
32936807#0,23
32938436#1,11
32954833,48
329733346#0,11
32977011#0,23
329862814,137
330119107#0,6
330119107#1,23
330119110#1,10
33055828,7
330722450#1,96
33076217#1,1636
33079950#1,18
33079952#0,532
33079953#3,19
33079953#4,3
330951949#0,14
330951949#6,29
330951955#0,15
330951957#0,17
330951967,1212
331121193#1,6
331126666,7
33114556#0,42
331318342#0,30
33228714,32
332306825#3,21
33231792,90
33234937,6
332561057#3,18
332561057#5,10
33296124,16
333347376,44
333607500#0,313
333607511#0,11
333607513,6
33361741#4,26
333626103,93
333626105#0,171
333626108#0,19
333626112#0,81
33389695,92
334005607,39
334005613,83
334005620,256
334018086#0,709
334025505#0,224
334355605#2,49
33455347#1,17
335396334#0,22
335396339#1,10
335462887,8
335487059#2,16
335487070#0,750
335684133,20
33611302,8
336567093,78
336567094,141
33681263,49
337366624,62
337540124,5
338078853#0,67
338078854#0,21
338078854#1,11
338468810#2,81
338527877#0,103
338546087#1,15
338687111#0,23
338690996,70
338690998,174
338691006,80
33875276,90
338805745,8
33889835,8
339201221,64
33926788,200
33926790,506
33969913,7
340089611#0,76
340089613#1,93
34024122,20
34035533,70
34037276,23
34057952#3,55
34057952#6,82
34058754#0,21
34058754#1,95
340720877,61
340726966,46
34074958#0,24
34074958#2,10
34074971,167
34079256,7
34104008#0,5
34104008#1,11
341194704#0,49
34122859#1,81
341354240#0,12
341989089#0,60
34220874#1,36
342968607#0,27
34335645,15
34393356,14
34413726#0,30
34419140#6,20
34419140#7,9
34419140#8,35
34428790#5,105
344660198#0,26
344680961,17
344704455#0,19
344704455#1,58
34488583#1,21
34489319#0,130
34551134,56
34562076#1,8
345754464,40
34580796#1,177
34580796#3,31
345817373,18
346234392#0,15
347457860#0,151
34822331#0,13
34822333#4,108
34835387,48
348979676#0,5
34928183#6,60
34944816,55
34950819#1,7
34965649,24
35072915#1,55
35149993#0,36
35149993#1,19
35149993#2,20
351531749#0,5
35154389#0,504
35211114#0,14
35313016#1,80
35313210#7,120
35373236#0,43
354046846#0,167
35406314,14
354110213#0,92
354645902#0,30
354645904#0,117
35470766,100
354907570#0,136
354907571#4,48
35554225#0,24
35559691#2,40
35572404#1,25
35572404#2,61
35572404#5,19
35573860#1,14
35575482,106
35576598#1,529
35577030#2,7
35765122#0,149
35765122#1,107
35813430#1,24
35867462#0,74
35867465#0,145
36003892,41
360677939,58
36072975#0,9
361178576,20
36193087#1,150
36194412#0,150
36194412#1,152
36198925#5,26
362479315#0,28
363443437,47
363553261,8
36381149#0,35
36517135#2,119
36517135#3,5
367277636#0,16
367355783#0,12
36738527#0,14
367799521#2,12
36786796,15
36830368#2,9
36944882#2,57
36954368#1,10
36954368#3,40
36954475#0,52
36954475#1,15
36987812,20
37009750#0,32
370584750,50
37077532#1,2
37142126#1,10
37229268,17
37280438#0,7
37280438#2,8
37287190#0,6
37287198,5
37291473,76
37292253,16
373625573,61
373625578,51
373803344,5
374301095#0,21
374344533,65
374344537,143
374434249#0,57
374434249#1,138
37480386,192
37499145#4,134
37535100#0,13
37535144#0,13
37538588,13
375459782,34
37555146#0,45
37609022#0,39
37609022#2,10
37609022#3,69
37638503#1,167
376677669,17
376720436,235
376720446,354
376730202#3,24
377485132,18
377644583#0,24
377644587#0,51
37764670#0,8
37774725,11
37776973,365
378173217,16
378178049#1,7
378331293,10
37837030#0,12
37853468#0,15
37878081,11
378949093,15
37906671,49
37906672#0,87
37910146,2
37910329#0,13
37910329#2,5
37910332#7,48
37910336#4,4
379156459,103
379506035#0,99
37953230#1,212
379895548,82
379895556#1,20
379986569,11
379986574#0,49
380162915#0,15
380451748#0,36
38082619#3,12
38148121#3,20
381569873#6,68
381816897#0,13
381816947#0,15
38227892#2,10
38279333#0,44
38279334#0,8
38321181#0,57
383317059#0,61
383987239#0,78
383987239#2,543
383987240#3,145
384416315,24
385704147#1,66
385888166#3,88
385969248#0,12
386592861#0,78
386765884,73
386822748,10
38716549,29
38717551,9
38717602,47
387205286,37
38728930#0,107
387454341#0,8
387478999,8
387487577,34
387515183#0,50
387515183#2,28
388141566,14
388146556#0,16
388188274,6
38915289#1,23
38915290,4
39010716#3,5
39070581,24
391493951,22
39166056,15
391866690,24
394353788#2,32
39469709#5,33
39469710#0,40
39469713#0,7
39490173#8,80
395766070#0,8
395766070#2,211
39697744#0,65
397052779#0,8
397826100#4,142
39824226#2,51
39839435,24
39965120#1,116
39965422#0,9
39965424#0,9
39982803,42
400073845#0,288
400740373,6
40155546#3,54
40193017#0,50
40215397,49
403449574,20
403736227#2,13
403736237,13
404275281,8
40438386,17
404402497#0,5
404426090#0,14
404565187#0,70
4045655,3
404580764#0,198
404580768#0,30
40517719#5,5
40517720,10
40520565#1,44
4054013,24
40563015,5
4067941#3,53
4067949#0,63
4067949#1,56
4067949#2,49
4067951#0,38
4068083,64
4068148#0,85
4068159#0,37
4068164#0,247
4068168#3,12
40693086#0,488
407076807,15
407079670,19
4071976#0,14
40816680#1,31
40816690#0,31
40816963#0,10
40816964#0,12
40816964#1,23
40817054#0,29
40817055#0,15
40817795#0,13
408323802,26
4083446,5
4083461,32
408709121#0,25
408709154#0,128
40904927,4
409524988#2,24
409524990,118
409715010,6
409862034,48
41081160,182
41107982#0,38
411728567,95
413337261#3,14
413997566#0,4
41427348,49
414415797#1,13
414415800#1,29
415128136#1,19
415388550,50
41645768,114
416461633,32
416657137#1,96
416763192,15
417687019#1,11
41771243#0,15
41778896#0,27
418365127,116
419014887,55
419731417#1,50
41977264,4
41981540,59
420105285#0,39
420112512#1,21
420492436,13
420497875#0,86
42063768,18
42108304#1,5
42121388#1,12
421287707#0,30
42142368,41
421557818#0,30
42157877,178
42157884,7
42157902#0,26
421844398#0,33
422250308,223
42273619#0,25
422923721#7,33
422992069#1,326
42507101#0,31
425489133,36
425498706#0,45
42689072,40
42689073#1,115
42695668#1,52
42720199,142
42732336#4,30
42748894,4
42749554#0,12
42757172#1,3
427577078,101
42772459,16
42859928,17
42878054,110
42879419#0,238
42879426#1,96
429217919,19
42987999#1,8
42989095#5,53
42989675#1,168
42990078,27
42990153,33
430540201,14
43063529#1,32
431099142,14
431551305#0,68
431551336,201
431571656#0,51
431571663#0,346
431571666,38
431571667#0,6
431571676#0,6
431571677#0,113
43169795,22
431727414,44
431727430,599
431850635,17
431850636#0,6
43198124,9
432205752#1,84
432205802#0,29
43238974#4,23
432427275#0,36
432763465#0,86
432763466#0,39
43286950,25
43332475#2,26
43336758#1,13
43336764#1,64
43376693,40
43402009,74
434584660,9
434881848#0,126
435358670,45
435358673#0,55
435358677#0,12
435358680,59
435717646#1,56
435717650#2,79
4359234#2,11
4359428#0,72
4359604#2,37
4359674#5,12
4361349,6
43619202#1,7
436261317,421
436445301#3,52
436445308#6,59
436445308#7,11
43660343,43
4368687#0,10
4368690,30
436928296,46
4370499,25
4370509#6,26
4370936#2,14
4371002#0,88
437156168,15
437191428#0,7
4372492,44
4372494,28
437656667#3,299
437656682#0,15
4376921#0,16
4376921#1,10
4377008#0,15
4377122,43
4377141#2,68
4377162#1,14
438238614,16
4383283#0,69
4385195#1,7
438655143#1,8
4387782#0,32
4387784,14
4387785,16
4387786#3,5
4388119,172
4389195,14
4389213#2,16
4389604#1,13
4389605#0,25
4389607,49
4392708,33
4394944#0,6
4395057#0,61
4395528#0,207
4395587,48
4395589#0,125
4395632#1,44
4396419,38
4396526#3,13
4396526#5,44
4396636#2,22
4396816#6,11
4397221,30
43974606,31
4397762#1,126
43998934#1,26
4400157#0,83
440033719#0,64
440034430#0,30
4400630,40
440078639#0,108
4401662,860
4401920#0,26
4401967#0,18
44027509#0,19
440342097#0,15
4403708#4,14
4403985#1,5
4405236#2,30
4405257#1,8
4405315#0,46
4405315#2,41
4405315#3,21
4407114,63
440901374#1,122
4410101,37
4410148#1,40
4410419,52
4410424#2,8
4410427#0,8
4410537#0,10
4410537#1,10
4410585,5
44151160#0,437
44166803#0,35
441755602,77
441755603#0,21
4420987,9
4421114#0,206
4424209,5
4424237,130
442720620,139
442737997#2,145
4434002,297
4434384,49
4434408#3,10
4434408#4,37
443530115#0,16
4436793#0,44
4436793#2,24
4436793#3,19
4436795,104
4436877#0,80
4436882#4,9
4436883,8
4436884,17
4436919#0,13
4437117,16
4437118#0,59
4437134,13
4437135,18
4437136#1,7
4437138#0,13
4437139,14
4437183#3,29
4437184,12
4437185,26
4437186#0,17
4437187#1,88
4437187#2,139
4439811#2,41
4439811#6,40
44417234#2,74
4441937#0,47
4442071#0,24
4442076,270
4442081#0,57
4442084#0,7
4442085,57
4442087#3,31
4442099#0,13
4442101,72
4444427#0,26
4444428#2,32
4444428#6,39
4444434,36
4446331,17
4446332#0,6
4446510#1,11
4446513#1,11
4446513#3,88
444656564,20
4446722#4,52
4446798#0,51
4449164#0,5
4449225#1,39
4449438#0,29
4449439#0,15
4449444,10
4453035#0,1111
4453035#6,123
4453036,140
446137794,94
4463464#0,40
4469400#0,19
4469400#2,394
4469401#0,234
447082548#1,44
4471191#1,18
4471282,24
4471965#1,69
4472003#1,8
4472038,28
4474846#1,14
4474890#1,9
4475206#2,7
4475785#0,14
4475785#3,74
448030434,32
448030438#0,100
4480594,8
44807035,168
44832941#0,51
4484023#0,116
4484024#6,33
4484065,7
4484082,33
4484208#0,8
4484272#1,11
4484274#3,3
44845072#3,31
4486583,21
4486588,10
4486589,8
4486628#0,9
4486628#4,19
4486632,10
4486680,19
4486681,7
4486682,8
4486691,14
4488881,139
4488982#1,69
4489210#0,194
4489210#1,198
4489210#5,49
4490162,28
4490163#0,8
4490166#1,28
4490168#1,19
4490168#3,32
4490214#0,89
4490229,87
4490368#1,5
4490370#0,6
4490378#3,29
4490388,14
4490389,11
4491645#1,43
4491986,25
4492015#0,4
4492369#0,8
4492370#0,72
4492375,9
4492396#1,10
4492445,44
4493098#0,16
4493103,17
4493106,101
4493120,82
4493124,58
4494993,4
4494994#0,20
4494995,13
4494996,78
4495000#0,24
4495000#1,12
4495202,7
4495204,17
4495205#0,4
4495206#0,6
4495208,215
4495299,148
4495307#1,54
4497807#3,16
4498149#2,40
449865030#1,16
4500114,117
4500151,74
4500153,13
4500156#0,9
4500156#3,12
4500191#1,37
4500194,51
4500198,8
450182614,5
450221288,70
450358149,311
451445145#0,11
451458153,6
4515847,120
4515851#0,3
4515872#0,8
4515877,13
451621860,7
451881691#2,50
451951302,74
451951303,48
4520038,55
452034823,80
4525444#1,28
4525729#0,53
4525730,16
4525749#1,13
4525750#0,29
4525750#2,9
4525750#5,19
4525750#7,7
4525751#2,6
4525864#2,14
4525902#0,111
4525904#1,31
4525906#0,9
4525907#3,39
4531465#0,7
4531465#2,15
4531469#0,68
4531634#0,19
4531637,16
4531698,35
4531816#0,18
4531818#1,21
4534557#0,23
4535204#1,5
4535205#0,18
4535206#0,21
4535206#1,7
4535355,7
4535435,19
4535457#2,6
4535458#2,16
4535458#3,9
4535461#0,28
4535461#1,23
4535463,7
4536792,27
4536844,20
4536945#8,5
4536962#2,20
4536962#6,19
4536966#1,21
4537027#0,90
4537027#3,13
4537080#0,22
4537084#0,2
4537085,19
4537260,9
4537628#0,157
4538106,42
4539460,57
4539461#0,31
4539461#1,32
4539503,19
4540279,54
4540280,18
4540281,18
4540285#1,6
4540285#2,15
4540286#2,11
4540297#0,25
4543405#0,17
4543406,60
4543407,14
4543567,22
4546289#1,5
4546470#3,8
454730429,25
4550296#2,22
4553257#1,7
4553259,38
4553268#2,17
4553268#4,6
4553968,81
4555099#1,21
4555235,78
4555237#2,10
4555279#5,34
4556843#1,3
4556848#0,14
455953261#0,78
455953261#1,100
455958129,14
456120271,7
4570578#1,11
4571107#0,34
4575470,44
4575473#4,35
4575473#5,23
4579697#0,19
4579715#5,24
4579718#3,27
457983560,11
4579851#0,42
4579860#0,15
4581766#0,20
4581766#1,61
4581767#1,22
4581772#0,33
4581775,116
4581778#1,4
4581779#1,4
4581779#4,4
4581780#0,14
4581845#0,20
4581847#0,44
4581847#2,5
4581849#4,4
4581851#0,30
4581851#7,22
4581854#1,33
4581855#2,845
4581856#0,21
4581858,158
4581880#2,14
4581882#0,4
4581884,7
4581965#1,9
4581965#2,55
4581966#1,27
4581966#2,7
4581966#3,9
4582011,16
4582013#0,31
4582013#1,12
4583120#2,16
4583124#1,18
4583362,14
4583366#0,50
4583371#0,23
4583371#1,10
4583373#0,7
4583373#1,6
4583375#1,25
4583375#2,26
4583385#0,6
4583385#1,9
4583401,15
4585081#2,8
4585082#3,25
4585092#0,5
4586175,44
4586176,12
4586178,133
4586200#2,9
4586214,21
4586245#0,40
4586332#0,256
4586336,98
45875459,17
4588079#0,18
4588215,102
4588224#0,29
4588775,16
4588776,18
4588777,43
4588778,37
4588911#0,6
4588911#4,25
4589067#0,11
458915613,52
458921224,29
45904914#0,18
459221258,8
459346125#1,25
4594026#0,25
4594026#1,7
4594085,37
4594102,28
4594384#4,10
4594652#0,20
4594653#0,25
4594783#1,10
4594894#0,97
4595083,63
4596963#0,17
4596965,22
4596985,8
4596988,50
4597032#0,89
4597039#0,81
4597055,25
4597206,26
4597324#0,135
4597379#1,66
4597404#0,473
4597404#1,18
459811453#0,93
4600067,10
4600235,27
460189449,59
460199643,11
460206977#0,2509
4603313,47
4603350,16
4603411#1,64
4603414#0,106
4603498,32
4603503,26
4603585,14
4603721#0,15
4605113#0,115
4605113#1,41
4605118#0,61
4605118#2,24
4605121,28
460608297,53
4606148,115
4606797,21
4606798,35
4606801,41
4607070#3,72
4609187#3,27
4609188#0,13
4609209#1,4
4609221#0,30
4609221#1,39
4609223#1,62
4609231#2,129
4610039,4
4610042#1,53
4610047#0,15
4610047#4,35
4610047#7,34
4610135,22
46101881,44
4610355,23
4610472#0,22
4611782,66
4611860#0,99
4611869#0,87
4611891,25
4611894#1,55
4611895,65
4611905#2,10
4611907#2,30
4612395,26
4612406,113
4612410#0,45
4612429,20
4612431#0,58
4612432,10
4612693,29
4612695#1,53
4612695#3,11
4612696#4,40
4612752#0,26
4612753,13
4612756#0,19
4612756#1,127
4612761#1,9
461317444#3,14
4614664,36
46150481,71
4615075,62
4615078,215
4615210,58
4615220,17
4615321#1,100
4615404,22
4615497#2,27
4615497#3,28
4615536,9
4615546#1,34
4615624,24
4615780#1,10
4616184,14
4616224,62
4616226#1,63
4616246,18
4616577#1,10
4617307,44
4617323#0,23
461840225,9
